"","4202","4201","main","""4202"" <4202>","SIP/4202-00000002","SIP/4201-00000003","Dial","SIP/4201,120","2018-11-06 13:41:08","2018-11-06 13:41:22","2018-11-06 13:42:37",88,75,"ANSWERED","DOCUMENTATION","1541511668.2",""
"","4201","4202","main","""4201"" <4201>","SIP/4201-00000004","SIP/4202-00000005","Dial","SIP/4202,120","2018-11-06 13:58:45","2018-11-06 13:59:00","2018-11-06 13:59:45",59,45,"ANSWERED","DOCUMENTATION","1541512725.5",""
